Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 19611990 (mnd)
Værnes;SN69100;jan.98;-0,1;3,3
Værnes;SN69100;feb.98;1,2;3,7
Værnes;SN69100;mar.98;0,4;0,3
Værnes;SN69100;apr.98;4;0,4
Værnes;SN69100;mai.98;7,9;1,2
Værnes;SN69100;jun.98;12,4;0,1
Værnes;SN69100;jul.98;14,2;0,5
Værnes;SN69100;aug.98;12,7;0,6
Værnes;SN69100;sep.98;11,9;2,4
Værnes;SN69100;okt.98;5;0,7
Værnes;SN69100;nov.98;-1;1,5
Værnes;SN69100;des.98;-0,8;0,9
Værnes;SN69100;jan.99;-2,1;1,3
Værnes;SN69100;feb.99;-0,7;1,8
Værnes;SN69100;mar.99;1,4;1,3
Værnes;SN69100;apr.99;5,5;1,9
Værnes;SN69100;mai.99;8,5;0,6
Værnes;SN69100;jun.99;13,4;0,9
Værnes;SN69100;jul.99;13,9;0,2
Værnes;SN69100;aug.99;12,9;0,4
Værnes;SN69100;sep.99;14,3;4,8
Værnes;SN69100;okt.99;6;0,3
Værnes;SN69100;nov.99;5,7;5,2
Værnes;SN69100;des.99;-3,9;2,2
Værnes;SN69100;jan.00;2;5,4
Værnes;SN69100;feb.00;1,4;3,9
Værnes;SN69100;mar.00;0,9;0,8
Værnes;SN69100;apr.00;6,7;3,1
Værnes;SN69100;mai.00;11,4;2,3
Værnes;SN69100;jun.00;10,4;2,1
Værnes;SN69100;jul.00;12,9;0,8
Værnes;SN69100;aug.00;12,3;1
Værnes;SN69100;sep.00;11,6;2,1
Værnes;SN69100;okt.00;9,7;4
Værnes;SN69100;nov.00;4,5;4
Værnes;SN69100;des.00;-1,9;0,2
Værnes;SN69100;jan.01;-0,4;3
Værnes;SN69100;feb.01;-4,8;2,3
Værnes;SN69100;mar.01;-2,5;2,6
Værnes;SN69100;apr.01;4,1;0,5
Værnes;SN69100;mai.01;8,2;0,9
Værnes;SN69100;jun.01;11,6;0,9
Værnes;SN69100;jul.01;14,2;0,5
Værnes;SN69100;aug.01;13,5;0,2
Værnes;SN69100;sep.01;10,6;1,1
Værnes;SN69100;okt.01;7;1,3
Værnes;SN69100;nov.01;2,6;2,1
Værnes;SN69100;des.01;-2,5;0,8
Værnes;SN69100;jan.02;-1,6;1,8
Værnes;SN69100;feb.02;1;3,5
Værnes;SN69100;mar.02;0,5;0,4
Værnes;SN69100;apr.02;7,2;3,6
Værnes;SN69100;mai.02;12,5;3,4
Værnes;SN69100;jun.02;15,6;3,1
Værnes;SN69100;jul.02;15,8;2,1
Værnes;SN69100;aug.02;18,2;4,9
Værnes;SN69100;sep.02;10,6;1,1
Værnes;SN69100;okt.02;2,7;3
Værnes;SN69100;nov.02;-2;2,5
Værnes;SN69100;des.02;-3,4;1,7
Værnes;SN69100;jan.03;-3,4;0
Værnes;SN69100;feb.03;-1,1;1,4
Værnes;SN69100;mar.03;3,3;3,2
Værnes;SN69100;apr.03;5;1,4
Værnes;SN69100;mai.03;9,2;0,1
Værnes;SN69100;jun.03;13,1;0,6
Værnes;SN69100;jul.03;17,6;3,9
Værnes;SN69100;aug.03;14,2;0,9
Værnes;SN69100;sep.03;10,7;1,2
Værnes;SN69100;okt.03;3,8;1,9
Værnes;SN69100;nov.03;2,5;2
Værnes;SN69100;des.03;0,5;2,2
Værnes;SN69100;jan.04;-3,3;0,1
Værnes;SN69100;feb.04;-0,3;2,2
Værnes;SN69100;mar.04;2,6;2,5
Værnes;SN69100;apr.04;7,9;4,3
Værnes;SN69100;mai.04;9,3;0,2
Værnes;SN69100;jun.04;11,3;1,2
Værnes;SN69100;jul.04;14,3;0,6
Værnes;SN69100;aug.04;15,9;2,6
Værnes;SN69100;sep.04;11;1,5
Værnes;SN69100;okt.04;6,4;0,7
Værnes;SN69100;nov.04;0,7;0,2
Værnes;SN69100;des.04;0,8;2,5
Værnes;SN69100;jan.05;1,9;5,3
Værnes;SN69100;feb.05;-1,5;1,1
Værnes;SN69100;mar.05;-0,7;0,8
Værnes;SN69100;apr.05;5,8;2,2
Værnes;SN69100;mai.05;7,7;1,4
Værnes;SN69100;jun.05;11,7;0,8
Værnes;SN69100;jul.05;16,2;2,5
Værnes;SN69100;aug.05;13,4;0,1
Værnes;SN69100;sep.05;11,3;1,8
Værnes;SN69100;okt.05;7,7;2
Værnes;SN69100;nov.05;4,2;3,7
Værnes;SN69100;des.05;-1,3;0,4
Værnes;SN69100;jan.06;-0,3;3,1
Værnes;SN69100;feb.06;-1,1;1,4
Værnes;SN69100;mar.06;-4,6;4,7
Værnes;SN69100;apr.06;4,9;1,3
Værnes;SN69100;mai.06;9,8;0,7
Værnes;SN69100;jun.06;12,8;0,3
Værnes;SN69100;jul.06;16;2,3
Værnes;SN69100;aug.06;17,3;4
Værnes;SN69100;sep.06;13;3,5
Værnes;SN69100;okt.06;7;1,3
Værnes;SN69100;nov.06;4,2;3,7
Værnes;SN69100;des.06;4,5;6,2
Værnes;SN69100;jan.07;-0,7;2,5
Værnes;SN69100;feb.07;-4,4;2
Værnes;SN69100;mar.07;3,3;2,8
Værnes;SN69100;apr.07;5;1,1
Værnes;SN69100;mai.07;8,8;0,6
Værnes;SN69100;jun.07;14,2;1,5
Værnes;SN69100;jul.07;16,4;2,5
Værnes;SN69100;aug.07;14;0,6
Værnes;SN69100;sep.07;9,2;0,6
Værnes;SN69100;okt.07;6;0,1
Værnes;SN69100;nov.07;1,1;0,2
Værnes;SN69100;des.07;0;1,5
Værnes;SN69100;jan.08;1;4,2
Værnes;SN69100;feb.08;1,4;3,8
Værnes;SN69100;mar.08;0,8;0,3
Værnes;SN69100;apr.08;5,9;2
Værnes;SN69100;mai.08;9,3;0,1
Værnes;SN69100;jun.08;13,4;0,7
Værnes;SN69100;jul.08;16,2;2,3
Værnes;SN69100;aug.08;13,9;0,5
Værnes;SN69100;sep.08;10,5;0,7
Værnes;SN69100;okt.08;6,7;0,6
Værnes;SN69100;nov.08;1,7;0,8
Værnes;SN69100;des.08;-1,2;0,3
Værnes;SN69100;jan.09;-0,9;2,3
Værnes;SN69100;feb.09;-3,6;1,2
Værnes;SN69100;mar.09;1,9;1,4
Værnes;SN69100;apr.09;6,9;3
Værnes;SN69100;mai.09;10,3;0,9
Værnes;SN69100;jun.09;12,4;0,3
Værnes;SN69100;jul.09;15,6;1,7
Værnes;SN69100;aug.09;15,5;2,1
Værnes;SN69100;sep.09;10,9;1,1
Værnes;SN69100;okt.09;3,8;2,3
Værnes;SN69100;nov.09;3,2;2,3
Værnes;SN69100;des.09;-2,9;1,4
Værnes;SN69100;jan.10;-8,6;5,4
Værnes;SN69100;feb.10;-6,4;4
Værnes;SN69100;mar.10;-0,5;1
Værnes;SN69100;apr.10;4,8;0,9
Værnes;SN69100;mai.10;7,6;1,8
Værnes;SN69100;jun.10;10,8;1,9
Værnes;SN69100;jul.10;15,8;1,9
Værnes;SN69100;aug.10;14,8;1,4
Værnes;SN69100;sep.10;9,9;0,1
Værnes;SN69100;okt.10;6,5;0,4
Værnes;SN69100;nov.10;-5;5,9
Værnes;SN69100;des.10;-8,7;7,2
Værnes;SN69100;jan.11;-0,5;2,7
Værnes;SN69100;feb.11;-2,3;0,1
Værnes;SN69100;mar.11;1,2;0,7
Værnes;SN69100;apr.11;6,7;2,8
Værnes;SN69100;mai.11;10,4;1
Værnes;SN69100;jun.11;13,8;1,1
Værnes;SN69100;jul.11;15,2;1,3
Værnes;SN69100;aug.11;14,9;1,5
Værnes;SN69100;sep.11;12,2;2,4
Værnes;SN69100;okt.11;7,6;1,5
Værnes;SN69100;nov.11;4,8;3,9
Værnes;SN69100;des.11;0,4;1,9
Værnes;SN69100;jan.12;-1,9;1,3
Værnes;SN69100;feb.12;-0,4;2
Værnes;SN69100;mar.12;3,8;3,3
Værnes;SN69100;apr.12;3,2;0,7
Værnes;SN69100;mai.12;8,3;1,1
Værnes;SN69100;jun.12;11,8;0,9
Værnes;SN69100;jul.12;14,1;0,2
Værnes;SN69100;aug.12;13,9;0,5
Værnes;SN69100;sep.12;9,4;0,4
Værnes;SN69100;okt.12;4,4;1,7
Værnes;SN69100;nov.12;3,4;2,5
Værnes;SN69100;des.12;-5,1;3,6
Værnes;SN69100;jan.13;-3,9;0,7
Værnes;SN69100;feb.13;-2,9;0,5
Værnes;SN69100;mar.13;-2,9;3,4
Værnes;SN69100;apr.13;4;0,1
Værnes;SN69100;mai.13;12,5;3,1
Værnes;SN69100;jun.13;13,3;0,6
Værnes;SN69100;jul.13;14,7;0,8
Værnes;SN69100;aug.13;14,4;1
Værnes;SN69100;sep.13;11,3;1,5
Værnes;SN69100;okt.13;6,4;0,3
Værnes;SN69100;nov.13;2,6;1,7
Værnes;SN69100;des.13;2,9;4,4
Værnes;SN69100;jan.14;-1,6;1,6
Værnes;SN69100;feb.14;4,2;6,6
Værnes;SN69100;mar.14;3,6;3,1
Værnes;SN69100;apr.14;6,1;2,2
Værnes;SN69100;mai.14;10;0,6
Værnes;SN69100;jun.14;12,8;0,1
Værnes;SN69100;jul.14;19,5;5,6
Værnes;SN69100;aug.14;15,6;2,2
Værnes;SN69100;sep.14;11,7;1,9
Værnes;SN69100;okt.14;8,1;2
Værnes;SN69100;nov.14;3,6;2,7
Værnes;SN69100;des.14;-0,1;1,4
Værnes;SN69100;jan.15;0,4;3,6
Værnes;SN69100;feb.15;1,9;4,3
Værnes;SN69100;mar.15;3,9;3,4
Værnes;SN69100;apr.15;4,9;1
Værnes;SN69100;mai.15;8,4;1
Værnes;SN69100;jun.15;10,3;2,4
Værnes;SN69100;jul.15;13,4;0,5
Værnes;SN69100;aug.15;17,1;3,7
Værnes;SN69100;sep.15;12,2;2,4
Værnes;SN69100;okt.15;7,3;1,2
Værnes;SN69100;nov.15;3,7;2,8
Værnes;SN69100;des.15;2,8;4,3
Værnes;SN69100;jan.16;-4;0,8
Værnes;SN69100;feb.16;-0,2;2,2
Værnes;SN69100;mar.16;2,6;2,1
Værnes;SN69100;apr.16;4,4;0,5
Værnes;SN69100;mai.16;10,3;0,9
Værnes;SN69100;jun.16;12,7;0
Værnes;SN69100;jul.16;15,4;1,5
Værnes;SN69100;aug.16;13,8;0,4
Værnes;SN69100;sep.16;12,8;3
Værnes;SN69100;okt.16;5;1,1
Værnes;SN69100;nov.16;0,5;0,4
Værnes;SN69100;des.16;1,9;3,4
Værnes;SN69100;jan.17;1,1;4,3
Værnes;SN69100;feb.17;-0,5;1,9
Værnes;SN69100;mar.17;1,5;1
Værnes;SN69100;apr.17;3,8;0,1
Værnes;SN69100;mai.17;9;0,4
Værnes;SN69100;jun.17;13,2;0,5
Værnes;SN69100;jul.17;14,4;0,5
Værnes;SN69100;aug.17;13,6;0,2
Værnes;SN69100;sep.17;13;3,2
Værnes;SN69100;okt.17;7,3;1,2
Værnes;SN69100;nov.17;0,5;0,4
Værnes;SN69100;des.17;-1,1;0,4
Værnes;SN69100;jan.18;-1,2;2
Værnes;SN69100;feb.18;-3,8;1,4
Værnes;SN69100;mar.18;-2,9;3,4
Værnes;SN69100;apr.18;5,6;1,7
Værnes;SN69100;mai.18;13,2;3,8
Værnes;SN69100;jun.18;11,9;0,8
Værnes;SN69100;jul.18;17,8;3,9
Værnes;SN69100;aug.18;14;0,6
Værnes;SN69100;sep.18;11,6;1,8
Værnes;SN69100;okt.18;6,4;0,3
Værnes;SN69100;nov.18;3,4;2,5
Værnes;SN69100;des.18;-0,3;1,2
Værnes;SN69100;jan.19;-2,1;1,1
Værnes;SN69100;feb.19;0,8;3,2
Værnes;SN69100;mar.19;0,4;0,1
Værnes;SN69100;apr.19;7,4;3,5
Værnes;SN69100;mai.19;8,4;1
Værnes;SN69100;jun.19;14;1,3
Værnes;SN69100;jul.19;15,6;1,7
Værnes;SN69100;aug.19;15,5;2,1
Værnes;SN69100;sep.19;10,4;0,6
Værnes;SN69100;okt.19;4,3;1,8
Værnes;SN69100;nov.19;-0,9;1,8
Værnes;SN69100;jan.20;3,4;6,6
Værnes;SN69100;feb.20;1,3;3,7
Værnes;SN69100;mar.20;2,3;1,8
Værnes;SN69100;apr.20;4,7;0,8
Værnes;SN69100;mai.20;7,3;2,1
Værnes;SN69100;jun.20;17,8;5,1
Værnes;SN69100;jul.20;13,5;0,4
Værnes;SN69100;aug.20;14,4;1
Værnes;SN69100;sep.20;11,2;1,4
Værnes;SN69100;okt.20;7,4;1,3
Værnes;SN69100;nov.20;5,4;4,5
Værnes;SN69100;des.20;3,2;4,7
Værnes;SN69100;jan.21;-5,7;2,5
Værnes;SN69100;feb.21;-4,8;2,4
Værnes;SN69100;mar.21;2,7;2,2
Værnes;SN69100;apr.21;3,5;0,4
Værnes;SN69100;mai.21;9,7;0,3
Værnes;SN69100;jun.21;14,7;2
Værnes;SN69100;jul.21;17,6;3,7
Værnes;SN69100;aug.21;14,5;0,5
Åfjord Ii;SN71780;aug.17;13,2;0
Åfjord Ii;SN71780;sep.17;12,5;2,5
Åfjord Ii;SN71780;okt.17;7,1;1,5
Åfjord Ii;SN71780;nov.17;0,8;0,2
Åfjord Ii;SN71780;des.17;-0,9;0,9
Åfjord Ii;SN71780;jan.18;-1,3;1,1
Åfjord Ii;SN71780;feb.18;-3;1,3
Åfjord Ii;SN71780;mar.18;-3,2;3,7
Åfjord Ii;SN71780;apr.18;4,5;1,1
Åfjord Ii;SN71780;mai.18;11,9;3,3
Åfjord Ii;SN71780;jun.18;10,5;1,5
Åfjord Ii;SN71780;jul.18;16,6;3
Åfjord Ii;SN71780;aug.18;13;0,2
Åfjord Ii;SN71780;sep.18;10,9;0,9
Åfjord Ii;SN71780;okt.18;6;0,4
Åfjord Ii;SN71780;nov.18;4;3
Åfjord Ii;SN71780;des.18;0;0
Åfjord Ii;SN71780;jan.19;-1,3;1,1
Åfjord Ii;SN71780;feb.19;1;2,7
Åfjord Ii;SN71780;mar.19;0,2;0,3
Åfjord Ii;SN71780;apr.19;6,9;3,5
Åfjord Ii;SN71780;mai.19;7,7;0,9
Åfjord Ii;SN71780;jun.19;13,2;1,2
Åfjord Ii;SN71780;jul.19;15;1,4
Åfjord Ii;SN71780;aug.19;14,4;1,2
Åfjord Ii;SN71780;sep.19;9,9;0,1
Åfjord Ii;SN71780;okt.19;4;1,6
Åfjord Ii;SN71780;nov.19;-1,4;2,4
Åfjord Ii;SN71780;des.19;1,8;1,8
Åfjord Ii;SN71780;jan.20;3,5;5,9
Åfjord Ii;SN71780;feb.20;1,4;3,1
Åfjord Ii;SN71780;mar.20;1,7;1,2
Åfjord Ii;SN71780;apr.20;4,1;0,7
Åfjord Ii;SN71780;mai.20;6,6;2
Åfjord Ii;SN71780;jun.20;16,7;4,7
Åfjord Ii;SN71780;jul.20;12,8;0,8
Åfjord Ii;SN71780;aug.20;13,6;0,4
Åfjord Ii;SN71780;sep.20;10,6;0,6
Åfjord Ii;SN71780;okt.20;6,6;1
Åfjord Ii;SN71780;nov.20;5,5;4,5
Åfjord Ii;SN71780;des.20;2,9;2,9
Åfjord Ii;SN71780;jan.21;-4,9;2,5
Åfjord Ii;SN71780;feb.21;-3,8;2,1
Åfjord Ii;SN71780;mar.21;2,7;2,2
Åfjord Ii;SN71780;apr.21;3;0,4
Åfjord Ii;SN71780;mai.21;8,8;0,2
Åfjord Ii;SN71780;jun.21;13,2;1,2
Åfjord Ii;SN71780;jul.21;16,3;2,7
Åfjord Ii;SN71780;aug.21;14,1;0,4
Ørland Iii;SN71550;jan.36;-0,9;0,2
Ørland Iii;SN71550;feb.36;-1,8;1,5
Ørland Iii;SN71550;mar.36;1,8;0,4
Ørland Iii;SN71550;apr.36;2,8;1,3
Ørland Iii;SN71550;mai.36;9,3;0,6
Ørland Iii;SN71550;jun.36;12,7;1,3
Ørland Iii;SN71550;jul.36;14,7;2
Ørland Iii;SN71550;aug.36;13;0,1
Ørland Iii;SN71550;sep.36;10,2;0,3
Ørland Iii;SN71550;okt.36;5,5;1,4
Ørland Iii;SN71550;nov.36;3,8;1,2
Ørland Iii;SN71550;des.36;3,2;2,7
Ørland Iii;SN71550;jan.37;0,5;1,2
Ørland Iii;SN71550;feb.37;-2,6;2,3
Ørland Iii;SN71550;mar.37;-0,5;1,9
Ørland Iii;SN71550;apr.37;7;2,9
Ørland Iii;SN71550;mai.37;9,6;0,9
Ørland Iii;SN71550;jun.37;11,4;0
Ørland Iii;SN71550;jul.37;15,1;2,4
Ørland Iii;SN71550;aug.37;15,1;2,2
Ørland Iii;SN71550;sep.37;10,6;0,7
Ørland Iii;SN71550;okt.37;8,7;1,8
Ørland Iii;SN71550;nov.37;2,5;0,1
Ørland Iii;SN71550;des.37;-1,3;1,8
Ørland Iii;SN71550;jan.38;1,2;1,9
Ørland Iii;SN71550;feb.38;2,5;2,8
Ørland Iii;SN71550;mar.38;3,7;2,3
Ørland Iii;SN71550;apr.38;3,1;1
Ørland Iii;SN71550;mai.38;6,7;2
Ørland Iii;SN71550;jun.38;10,3;1,1
Ørland Iii;SN71550;jul.38;14,6;1,9
Ørland Iii;SN71550;aug.38;14,1;1,2
Ørland Iii;SN71550;sep.38;10,6;0,7
Ørland Iii;SN71550;okt.38;8,4;1,5
Ørland Iii;SN71550;nov.38;5,3;2,7
Ørland Iii;SN71550;des.38;2,1;1,6
Ørland Iii;SN71550;jan.39;-0,2;0,5
Ørland Iii;SN71550;feb.39;3,5;3,8
Ørland Iii;SN71550;mar.39;1,5;0,1
Ørland Iii;SN71550;apr.39;3,3;0,8
Ørland Iii;SN71550;mai.39;7,5;1,2
Ørland Iii;SN71550;jun.39;10,4;1
Ørland Iii;SN71550;jul.39;14,4;1,7
Ørland Iii;SN71550;aug.39;15,3;2,4
Ørland Iii;SN71550;sep.39;11;1,1
Ørland Iii;SN71550;okt.39;5,7;1,2
Ørland Iii;SN71550;nov.39;3,9;1,3
Ørland Iii;SN71550;des.39;-0,2;0,7
Ørland Iii;SN71550;jan.40;-2,9;2,2
Ørland Iii;SN71550;feb.40;-5,4;5,1
Ørland Iii;SN71550;mar.40;-1,2;2,6
Ørland Iii;SN71550;apr.40;2,9;1,2
Ørland Iii;SN71550;mai.40;10,4;1,7
Ørland Iii;SN71550;jun.40;11,6;0,2
Ørland Iii;SN71550;jul.40;12,7;0
Ørland Iii;SN71550;aug.40;10,7;2,2
Ørland Iii;SN71550;sep.40;8,7;1,2
Ørland Iii;SN71550;okt.40;6,6;0,3
Ørland Iii;SN71550;nov.40;2,8;0,2
Ørland Iii;SN71550;des.40;0,1;0,4
Ørland Iii;SN71550;jan.41;-3,5;2,8
Ørland Iii;SN71550;feb.41;-2,8;2,5
Ørland Iii;SN71550;mar.41;-0,2;1,6
Ørland Iii;SN71550;apr.41;2,7;1,4
Ørland Iii;SN71550;mai.41;6,6;2,1
Ørland Iii;SN71550;jun.41;9,6;1,8
Ørland Iii;SN71550;jul.41;16;3,3
Ørland Iii;SN71550;aug.41;12,9;0
Ørland Iii;SN71550;sep.41;9,8;0,1
Ørland Iii;SN71550;okt.41;5;1,9
Ørland Iii;SN71550;nov.41;2,5;0,1
Ørland Iii;SN71550;des.41;-0,2;0,7
Ørland Iii;SN71550;jan.42;-5,9;5,2
Ørland Iii;SN71550;feb.42;-2,8;2,5
Ørland Iii;SN71550;mar.42;-2,3;3,7
Ørland Iii;SN71550;apr.42;3,9;0,2
Ørland Iii;SN71550;mai.42;6,9;1,8
Ørland Iii;SN71550;jun.42;9,3;2,1
Ørland Iii;SN71550;jul.42;11,5;1,2
Ørland Iii;SN71550;aug.42;12,9;0
Ørland Iii;SN71550;sep.42;9,6;0,3
Ørland Iii;SN71550;okt.42;6,4;0,5
Ørland Iii;SN71550;nov.42;3,6;1
Ørland Iii;SN71550;des.42;1,1;0,6
Ørland Iii;SN71550;jan.43;-1,4;0,7
Ørland Iii;SN71550;feb.43;2,1;2,4
Ørland Iii;SN71550;mar.43;3,7;2,3
Ørland Iii;SN71550;apr.43;3,7;0,4
Ørland Iii;SN71550;mai.43;8,2;0,5
Ørland Iii;SN71550;jun.43;11,9;0,5
Ørland Iii;SN71550;jul.43;13,4;0,7
Ørland Iii;SN71550;aug.43;11,6;1,3
Ørland Iii;SN71550;sep.43;10,3;0,4
Ørland Iii;SN71550;okt.43;8,1;1,2
Ørland Iii;SN71550;nov.43;2,9;0,3
Ørland Iii;SN71550;des.43;3,4;2,9
Ørland Iii;SN71550;jan.44;1,4;2,1
Ørland Iii;SN71550;feb.44;1,1;1,4
Ørland Iii;SN71550;mar.44;0,6;0,8
Ørland Iii;SN71550;apr.44;2,8;1,3
Ørland Iii;SN71550;mai.44;5,8;2,9
Ørland Iii;SN71550;jun.44;10,9;0,5
Ørland Iii;SN71550;jul.44;13,9;1,2
Ørland Iii;SN71550;aug.44;12,1;0,8
Ørland Iii;SN71550;sep.44;9,8;0,1
Ørland Iii;SN71550;okt.44;7,7;0,8
Ørland Iii;SN71550;nov.44;2,7;0,1
Ørland Iii;SN71550;des.44;2,9;2,4
Ørland Iii;SN71550;jan.45;-3,1;2,4
Ørland Iii;SN71550;feb.45;1,1;1,4
Ørland Iii;SN71550;mar.45;3,1;1,7
Ørland Iii;SN71550;apr.45;4,9;0,8
Ørland Iii;SN71550;mai.45;8;0,7
Ørland Iii;SN71550;jun.45;11,2;0,2
Ørland Iii;SN71550;jul.45;14,7;2
Ørland Iii;SN71550;aug.45;13,7;0,8
Ørland Iii;SN71550;sep.45;9,7;0,2
Ørland Iii;SN71550;okt.45;6,1;0,8
Ørland Iii;SN71550;nov.45;3,9;1,3
Ørland Iii;SN71550;des.45;0,2;0,3
Ørland Iii;SN71550;jan.46;0,8;1,5
Ørland Iii;SN71550;feb.46;-2;1,7
Ørland Iii;SN71550;mar.46;1,1;0,3
Ørland Iii;SN71550;apr.46;4,6;0,5
Ørland Iii;SN71550;mai.46;8,3;0,4
Ørland Iii;SN71550;jun.46;11,4;0
Ørland Iii;SN71550;jul.46;14,7;2
Ørland Iii;SN71550;aug.46;14,4;1,5
Ørland Iii;SN71550;sep.46;11,6;1,7
Ørland Iii;SN71550;okt.46;7,1;0,2
Ørland Iii;SN71550;nov.46;3,7;1,1
Ørland Iii;SN71550;des.46;2,8;2,3
Ørland Iii;SN71550;jan.47;0;0,7
Ørland Iii;SN71550;feb.47;-5,2;4,9
Ørland Iii;SN71550;mar.47;-2,3;3,7
Ørland Iii;SN71550;apr.47;3,3;0,8
Ørland Iii;SN71550;mai.47;8,9;0,2
Ørland Iii;SN71550;jun.47;11,1;0,3
Ørland Iii;SN71550;jul.47;15,1;2,4
Ørland Iii;SN71550;aug.47;13,8;0,9
Ørland Iii;SN71550;sep.47;11;1,1
Ørland Iii;SN71550;okt.47;6,3;0,6
Ørland Iii;SN71550;nov.47;1,1;1,5
Ørland Iii;SN71550;des.47;0,3;0,2
Ørland Iii;SN71550;jan.48;-2,8;2,1
Ørland Iii;SN71550;feb.48;1,8;2,1
Ørland Iii;SN71550;mar.48;4,6;3,2
Ørland Iii;SN71550;apr.48;6,2;2,1
Ørland Iii;SN71550;mai.48;8,4;0,3
Ørland Iii;SN71550;jun.48;9,9;1,5
Ørland Iii;SN71550;jul.48;14;1,3
Ørland Iii;SN71550;aug.48;11,1;1,8
Ørland Iii;SN71550;sep.48;9,8;0,1
Ørland Iii;SN71550;okt.48;5,3;1,6
Ørland Iii;SN71550;nov.48;3,6;1
Ørland Iii;SN71550;des.48;4,2;3,7
Ørland Iii;SN71550;jan.49;1,7;2,4
Ørland Iii;SN71550;feb.49;2,4;2,7
Ørland Iii;SN71550;mar.49;0,5;0,9
Ørland Iii;SN71550;apr.49;4,5;0,4
Ørland Iii;SN71550;mai.49;8,4;0,3
Ørland Iii;SN71550;jun.49;10,3;1,1
Ørland Iii;SN71550;jul.49;11,9;0,8
Ørland Iii;SN71550;aug.49;11,7;1,2
Ørland Iii;SN71550;sep.49;12,3;2,4
Ørland Iii;SN71550;okt.49;7,1;0,2
Ørland Iii;SN71550;nov.49;4,4;1,8
Ørland Iii;SN71550;des.49;1,7;1,2
Ørland Iii;SN71550;jan.50;-0,7;0
Ørland Iii;SN71550;feb.50;0,4;0,7
Ørland Iii;SN71550;mar.50;2,3;0,9
Ørland Iii;SN71550;apr.50;5,1;1
Ørland Iii;SN71550;mai.50;7,7;1
Ørland Iii;SN71550;jun.50;11;0,4
Ørland Iii;SN71550;jul.50;14,5;1,8
Ørland Iii;SN71550;aug.50;16;3,1
Ørland Iii;SN71550;sep.50;11,1;1,2
Ørland Iii;SN71550;okt.50;7,6;0,7
Ørland Iii;SN71550;nov.50;3,2;0,6
Ørland Iii;SN71550;des.50;0,1;0,4
Ørland Iii;SN71550;jan.51;-2;1,3
Ørland Iii;SN71550;feb.51;0,7;1
Ørland Iii;SN71550;mar.51;-0,7;2,1
Ørland Iii;SN71550;apr.51;3,3;0,8
Ørland Iii;SN71550;mai.51;5,7;3
Ørland Iii;SN71550;jun.51;9,2;2,2
Ørland Iii;SN71550;jul.51;11,4;1,3
Ørland Iii;SN71550;aug.51;14,6;1,7
Ørland Iii;SN71550;sep.51;11,3;1,4
Ørland Iii;SN71550;okt.51;8,1;1,2
Ørland Iii;SN71550;nov.51;2,7;0,1
Ørland Iii;SN71550;des.51;3;2,5
Ørland Iii;SN71550;jan.52;-1,3;0,6
Ørland Iii;SN71550;feb.52;-0,3;0
Ørland Iii;SN71550;mar.52;0,3;1,1
Ørland Iii;SN71550;apr.52;6,3;2,2
Ørland Iii;SN71550;mai.52;8;0,7
Ørland Iii;SN71550;jun.52;10,3;1,1
Ørland Iii;SN71550;jul.52;12,1;0,6
Ørland Iii;SN71550;aug.52;11,7;1,2
Ørland Iii;SN71550;sep.52;7,3;2,6
Ørland Iii;SN71550;okt.52;4,9;2
Ørland Iii;SN71550;nov.52;0,9;1,7
Ørland Iii;SN71550;des.52;-0,7;1,2
Ørland Iii;SN71550;jan.53;0,3;1
Ørland Iii;SN71550;feb.53;-2,3;2
Ørland Iii;SN71550;mar.53;4,2;2,8
Ørland Iii;SN71550;apr.53;4,4;0,3
Ørland Iii;SN71550;mai.53;7,6;1,1
Ørland Iii;SN71550;jun.53;15;3,6
Ørland Iii;SN71550;jul.53;14,6;1,9
Ørland Iii;SN71550;aug.53;13,9;1
Ørland Iii;SN71550;sep.53;10,5;0,6
Ørland Iii;SN71550;okt.53;8,6;1,7
Ørland Iii;SN71550;nov.53;5,2;2,6
Ørland Iii;SN71550;des.53;3,2;2,7
Ørland Iii;SN71550;jan.54;-1,1;0,4
Ørland Iii;SN71550;feb.54;-2,4;2,1
Ørland Iii;SN71550;mar.54;2;0,6
Ørland Iii;SN71550;apr.54;3,8;0,3
Ørland Iii;SN71550;mai.54;10,9;2,2
Ørland Iii;SN71550;jun.54;10,4;1
Ørland Iii;SN71550;jul.54;13,7;1
Ørland Iii;SN71550;aug.54;12,8;0,1
Ørland Iii;SN71550;sep.54;9,8;0,1
Ørland Iii;SN71550;okt.54;5,8;1,1
Ørland Iii;SN71550;nov.54;3,4;0,8
Ørland Iii;SN71550;des.54;2,4;1,9
Ørland Iii;SN71550;jan.55;-0,3;0,4
Ørland Iii;SN71550;feb.55;-2,8;2,5
Ørland Iii;SN71550;mar.55;-0,7;2,1
Ørland Iii;SN71550;apr.55;2,3;1,8
Ørland Iii;SN71550;mai.55;5,5;3,2
Ørland Iii;SN71550;jun.55;9,4;2
Ørland Iii;SN71550;jul.55;13,5;0,8
Ørland Iii;SN71550;aug.55;13,5;0,6
Ørland Iii;SN71550;sep.55;11,2;1,3
Ørland Iii;SN71550;okt.55;4,9;2
Ørland Iii;SN71550;nov.55;3,7;1,1
Ørland Iii;SN71550;des.55;-2,2;2,7
