;species;kingdom;phylum;tempcat;N;Duration;bp1_lead_year;se.bp1_lead_year;bp2_lead_year;se.bp2_lead_year;bp1_tail_year;se.bp1_tail_year;bp2_tail_year;se.bp2_tail_year;bp1_lead_temp;se.bp1_lead_temp;bp2_lead_temp;se.bp2_lead_temp;bp1_tail_temp;se.bp1_tail_temp;bp2_tail_temp;se.bp2_tail_temp
208;Oreopteris limbosperma;Plantae;Tracheophyta;generalist;33;65;NA;NA;NA;NA;1966.55953896993;10.1953823223582;1984.43709049904;7.12750700875628;NA;NA;NA;NA;NA;NA;NA;NA
209;Orthilia secunda;Plantae;Tracheophyta;generalist;31;56;1982.46513307099;5.8145295837854;2004.00005835437;1.55556253162108;NA;NA;NA;NA;NA;NA;NA;NA;4.48861003323679;0.383874531454154;5.7031133093822;0.123416276074078
210;Orthotrichum obtusifolium;Plantae;Bryophyta;generalist;21;113;1913.97918375809;29.1286112904205;1990.46181045663;37.5904018819892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
211;Orthotrichum rupestre;Plantae;Bryophyta;generalist;22;112;1907.99866935229;3.21352786217316;1964.85848844444;31.5191607263943;NA;NA;NA;NA;1.93441361988969;0.271334199299462;5.76515064074002;0.256920548697244;4.20932258765241;0.113905643391129;4.35066925038051;0.0894348026188378
212;Orthotrichum speciosum;Plantae;Bryophyta;generalist;39;115;1958.11834591625;10.9989638679096;1970.18273159705;6.7829531715776;1918.03428451157;10.526005704256;2014.97334271819;11.8108658151418;2.05849843078236;0.249534098872451;6.2573254109173;1.56164283173742;NA;NA;NA;NA
213;Paris quadrifolia;Plantae;Tracheophyta;generalist;33;50;1960.13800883961;13.8990104026526;1969.99493080972;5.16816771184348;1975.60474106636;2.66060243005353;1977.99909225869;1.95374684401107;3.15716276200866;0.316613029711158;3.35955748763476;0.110198887850674;3.41169619689059;0.168416839674988;3.89677615846972;0.692455640268157
214;Parnassia palustris;Plantae;Tracheophyta;semicold;31;60;NA;NA;NA;NA;1959.43580971894;5.62016508958981;1969.00166674883;5.00755708900963;NA;NA;NA;NA;NA;NA;NA;NA
215;Parus montanus;Animalia;Chordata;generalist;22;58;1976.91908563611;7.22544488121767;1995.00299078935;6.11528043995634;1953.03755378923;0.662304682825489;1991.67261723534;4.15196059340689;NA;NA;NA;NA;NA;NA;NA;NA
216;Pedicularis oederi;Plantae;Tracheophyta;cold;35;56;1977.05766658319;4.26500279864097;1996.57876325571;2.17127552814056;1954.65692140905;3.79132495704151;2000.99990430322;5.31170611482963;4.52529626313226;0.587352374189628;5.61211855065997;0.098298540172438;5.34700986710131;0.0365355130886289;5.48508153658238;0.0796975102739782
217;Pedicularis palustris;Plantae;Tracheophyta;generalist;33;52;NA;NA;NA;NA;1974.99926965477;3.14621505796528;1982.99999131961;2.60049772032433;4.37288338882027;0.532231843246922;4.98048176390517;0.848772489924649;4.29200410571332;0.0535202053689159;4.37600124044267;0.0701815863947921
218;Peregriana peregra;Animalia;Mollusca;generalist;20;78;1968.07914004871;1.27343619746105;1973.83707583239;4.8993698148402;NA;NA;NA;NA;NA;NA;NA;NA;3.23616927252776;0.172730344194196;3.49906164557239;0.0605248891521452
219;Phalaris arundinacea;Plantae;Tracheophyta;generalist;31;52;NA;NA;NA;NA;NA;NA;NA;NA;3.0084617432656;0.146853937229997;4.42805612185067;0.502435631930161;NA;NA;NA;NA
220;Phleum alpinum;Plantae;Tracheophyta;semicold;31;54;NA;NA;NA;NA;1981.0001344987;6.15724303627997;1994.87969897125;6.34261067265349;4.23398909268823;0.117642226195041;4.37863961759005;0.0932983842248693;3.18195652219635;0.235924881837327;3.37286832688702;0.0801788852609458
221;Phyllodoce caerulea;Plantae;Tracheophyta;cold;26;105;1989.05283380157;3.97309880018845;1993.5165769795;4.5646805755754;1985.88348818018;9.04728904212419;1993.63794737583;7.53125027365993;4.05206467236229;0.847108952267751;4.50413788966399;0.475799679037386;3.13704609063378;0.397397768035304;3.59067477036446;0.394260242889609
222;Pilosella floribunda;Plantae;Tracheophyta;generalist;24;101;NA;NA;NA;NA;1940.9754665996;19.1817458387936;2002.05474613379;3.29610221860271;2.36547663582182;0.747515975849414;4.09998285959307;0.50428474266955;NA;NA;NA;NA
223;Pimpinella saxifraga;Plantae;Tracheophyta;generalist;29;70;1985.6667808833;2.05354589600903;1990.32703148488;4.5820169925998;NA;NA;NA;NA;4.07190803199216;7.28082205809951;4.28946134735704;1.8399324876149;4.05390122915218;5.88465068121621;4.28281065212736;1.31748250109563
224;Pinguicula vulgaris;Plantae;Tracheophyta;generalist;29;104;1983.25568315607;7.32531906753568;1992.72116265215;18.1736018080557;1988.00029232394;2.94853790333218;1992.69971633548;3.09727690220528;4.90536380055559;0.152169625341806;5.03179497922548;0.216497080324204;3.06916485125301;3.3953735934225;3.46352573170137;4.10634158489473
225;Plagiobryum zierii;Plantae;Bryophyta;semicold;37;118;1919.45955855015;29.1329429672187;1967.09458476128;66.8850482138774;1923.16508811388;50.852385179552;1968.27972860698;95.7412198201276;5.49919943240215;0.173502145347915;5.67929025177823;0.115177998406336;5.4015582776099;0.194615096862112;5.65587974530861;0.176937517342839
226;Plantago lanceolata;Plantae;Tracheophyta;generalist;33;84;NA;NA;NA;NA;1950.46371693341;10.6933254493;1988.56267003713;18.7584552349383;4.82165968819693;0.297706335649306;5.30316934759956;0.244196748118888;NA;NA;NA;NA
227;Platanthera bifolia;Plantae;Tracheophyta;generalist;33;61;1964.4659982419;2.56427819018931;1969.99999750681;4.57777839616592;1977.86446980455;1.04158586006604;1980.10717258273;1.10876162236054;3.13870756819907;4.25092604863894;4.96334402272098;0.700909412557967;NA;NA;NA;NA
228;Poa alpina;Plantae;Tracheophyta;semicold;52;84;1978.99912881162;6.68130432359358;1994.69643000521;8.62727075988987;1988.79756053784;2.18155314452334;1996.29146186989;1.98842125262967;NA;NA;NA;NA;3.28597536688995;0.0871443728070911;3.48573529405491;0.0741131980077113
229;Poa annua;Plantae;Tracheophyta;generalist;34;61;1980.62779081973;2.2076232719753;1989.54196920912;2.92794104764825;1949.70600476459;3.96776458545799;1988.00002726392;3.53463933302005;NA;NA;NA;NA;NA;NA;NA;NA
230;Poa glauca;Plantae;Tracheophyta;semicold;41;91;1965.31386134127;3.76838155795825;1968.87503016051;3.77821623002515;1971.00126099631;5.5070774341968;1981.00012091395;5.1910422415828;3.29147068977285;0.444523752950168;4.80519326694214;0.458241524814607;2.97978556184584;0.130797245185234;3.58567523021567;0.422473135714737
231;Poa nemoralis;Plantae;Tracheophyta;generalist;39;66;NA;NA;NA;NA;1954.99947893125;11.2955958035646;1988.50537672213;6.70458672236564;4.08710567120166;0.181303016502024;4.52160952559711;0.181418478147324;3.17594950436858;0.108784220845059;3.5362775339602;0.132372783850015
232;Poa pratensis;Plantae;Tracheophyta;generalist;39;70;1986.00045613186;4.3448113970207;1989.50083544531;3.26546377670034;1970.31418184284;6.06829421330085;1983.00001018701;3.37892616124995;2.98504109502826;0.0501355572905503;4.66816772336702;0.895247302756352;4.93046317090415;0.0415496517279938;4.96448206676218;0.0390530367650974
233;Poa trivialis;Plantae;Tracheophyta;generalist;30;69;NA;NA;NA;NA;1956.86663759432;7.00991963986078;1993.00069172868;8.68080359926335;3.13471452698592;6.86991815982734;3.53737299701807;0.874141686353419;3.76308260364068;0.743797770660966;4.47979711872678;0.5787347599055
234;Polycentropus flavomaculatus;Animalia;Arthropoda;semicold;46;56;NA;NA;NA;NA;1990.99967675633;5.59666430105631;1998.71101388696;5.29090088210312;NA;NA;NA;NA;4.29280514714235;1.02501029331345;6.16830944271869;1.09422103245814
235;Polygala vulgaris;Plantae;Tracheophyta;generalist;20;74;1939.18453213396;2.23165313943796;1979.00000779736;25.4045649934654;1975.59340829401;7.98687860343345;1980.16085407583;4.75838510021493;4.2423722505187;0.164734590581164;4.80027301901985;0.177386557775219;NA;NA;NA;NA
236;Polygonatum verticillatum;Plantae;Tracheophyta;generalist;39;68;NA;NA;NA;NA;1966.61046495114;4.96540600785856;1981.00014915679;4.12686055396805;NA;NA;NA;NA;NA;NA;NA;NA
237;Polystichum lonchitis;Plantae;Tracheophyta;generalist;39;78;1953.24996490236;1.81622073723034;1957.12541042188;1.67041723197141;1951.90535071662;63.9502957121919;2002.00030728574;8.0163264729855;4.55972787334539;1.81667081565553;4.89883251148039;0.422154048520739;3.12709847893106;0.205143613525244;3.73563415551094;0.303203131025246
238;Potentilla crantzii;Plantae;Tracheophyta;semicold;48;80;1964.5100404002;2.84696467715956;1970.00162022372;4.19947050096911;NA;NA;NA;NA;4.22084385163662;0.20638623132594;4.3988497899145;0.18253948939842;3.13322787068371;0.128833511131304;3.5138082038413;0.116931347412653
239;Potentilla erecta;Plantae;Tracheophyta;generalist;34;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.08676274167012;0.491519548462798;5.25326659909376;0.423243169722942
240;Potentilla verna;Plantae;Tracheophyta;generalist;66;102;1936.20642491091;9.9687332584446;2000.00096903204;3.08302693202638;1947.77605673976;26.0482573466571;1979.44745581648;9.54875390872439;5.33714279339356;0.19274393857968;6.46213713528901;0.0521009142589513;4.84579168204621;0.301231856332307;6.09738207302455;0.189432574454825
241;Prunella vulgaris;Plantae;Tracheophyta;generalist;27;57;1983.67467468734;6.92163172990981;1986.97546627999;7.27477410226532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
242;Pseudathyrium alpestre;Plantae;Tracheophyta;semicold;78;117;1939.88466140389;6.97567150927628;1970.3913366084;4.97206048248258;1951.4597850145;8.10148576165956;1968.99897692593;8.77865705271158;5.25296678692596;0.244630039152509;5.92668535043221;0.320754266533974;2.83334466019807;0.507128173507445;4.64080598079733;0.333925022331086
243;Pseudocalliergon trifarium;Plantae;Bryophyta;semicold;22;113;NA;NA;NA;NA;1919.89088487404;45.5615176329955;2010.32461673106;12.0516863318048;NA;NA;NA;NA;3.27317557366266;0.277150979564433;3.65741033824655;1.05780625761452
244;Pyrola minor;Plantae;Tracheophyta;semicold;45;105;NA;NA;NA;NA;NA;NA;NA;NA;4.70609847356133;0.599564452047268;5.2530859415259;0.322474421175156;4.2356127515799;0.0491463716219754;4.25034779568051;0.0192219414733161
245;Ranunculus auricomus;Plantae;Tracheophyta;generalist;26;56;1998.60099352954;2.58684056268235;2001.5008444607;1.38098117766591;NA;NA;NA;NA;NA;NA;NA;NA;3.29265577957112;0.315882340118992;4.52406933019405;1.25438975520366
246;Ranunculus platanifolius;Plantae;Tracheophyta;semicold;24;104;1975.22270267201;3.52919457157088;1977.99660939156;3.43511056518931;NA;NA;NA;NA;3.15693627252102;0.148580640128386;3.61594607206847;0.163708455605075;3.33643023847407;0.214004940422131;3.85396056890714;0.59743458282485
247;Ranunculus propinquus;Plantae;Tracheophyta;semicold;52;108;NA;NA;NA;NA;1910.01051108021;10.9907849029695;2010.11397917082;5.39417746730811;3.69758164390957;0.972158216346688;4.66481849704979;0.732704242505502;3.66048290327965;0.493461479549398;4.88667892112981;0.487537003409838
248;Ranunculus reptans;Plantae;Tracheophyta;generalist;27;93;NA;NA;NA;NA;1961.94122501944;10.8976317611335;2003.37272650635;18.7072726893671;NA;NA;NA;NA;2.88529830204243;0.254515624785926;4.95542695495058;0.279869650290065
249;Rhinanthus groenlandicus;Plantae;Tracheophyta;cold;46;109;NA;NA;NA;NA;NA;NA;NA;NA;3.93210651495965;0.297888262671049;4.3400427635843;0.270020994382147;3.99678126108649;0.224595799965315;4.34019400263675;0.264023339571351
250;Rhinanthus minor;Plantae;Tracheophyta;generalist;39;69;NA;NA;NA;NA;NA;NA;NA;NA;4.36934540278698;0.0447782227128761;4.43637591396345;0.0557483363079296;3.06757272123618;0.363200329290044;5.30748800854742;0.72081941533214
251;Rhodiola rosea;Plantae;Tracheophyta;semicold;33;61;NA;NA;NA;NA;NA;NA;NA;NA;4.3536547520362;0.156142205568696;4.52134981836031;0.828133285802151;4.09751892292922;0.199980849427598;4.35069334262249;0.21331671281078
252;Rhyacophila nubila;Animalia;Arthropoda;semicold;45;56;1998.64782983271;4.34048266579491;2005.99985665016;3.5673069401635;1982.72599944529;4.98500384778675;1998.48570791157;8.0667493214663;NA;NA;NA;NA;4.29284094570036;0.417777025608236;5.3425723276396;1.50161671346454
253;Rosa majalis;Plantae;Tracheophyta;generalist;21;58;NA;NA;NA;NA;NA;NA;NA;NA;5.08627596930963;0.366956583393373;5.65586006587354;0.313627696319433;3.47260425924234;0.169149218597161;5.04468821072541;0.301766402756147
254;Rumex acetosa;Plantae;Tracheophyta;generalist;36;104;1981.8261133346;3.76052073751676;1993.83884553682;5.74753663824361;1984.42141633858;6.65965808907808;1986.99945555342;6.04984033499786;3.99309096930744;0.809612840118287;4.35078986786854;0.530233500935773;4.16298208851981;0.578382267706736;4.35002169855757;0.436585023998141
255;Rumex lapponicus;Plantae;Tracheophyta;cold;22;90;1989.57669494188;39.0148788235118;2000.85336192565;3.75352815034495;NA;NA;NA;NA;5.29921586801256;0.0375515425433098;5.4684518924052;0.103267654852837;5.29332424538163;0.0691169590160915;5.64550461237259;0.205830686009535
256;Sagina procumbens;Plantae;Tracheophyta;generalist;30;54;1981.13034100881;3.01121661570127;1989.65337717417;2.77672529235417;NA;NA;NA;NA;3.6228342159937;0.866220535000064;5.27368376925302;0.562632003810642;3.15033611975233;0.138724318853317;3.4543353624241;0.0923912507613866
257;Sagina saginoides;Plantae;Tracheophyta;cold;22;60;NA;NA;NA;NA;1981.00044704422;8.80596958997213;2001.68108351916;1.4426675833459;NA;NA;NA;NA;3.45197092792528;0.175038446362183;5.44739861668636;0.502491729932358
258;Salix arbuscula;Plantae;Tracheophyta;cold;22;54;1967.04785033792;3.13331285932483;1973.8477579312;2.45564955755347;NA;NA;NA;NA;5.03332514431804;0.0527186512240711;5.08445396608188;0.0584546300702157;3.33661915603993;0.0981661808817517;5.25296143196101;0.229095043577934
259;Salix aurita;Plantae;Tracheophyta;generalist;34;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.3571265892213;0.238181361188995;4.80634880617668;0.476933310886437
260;Salix borealis;Plantae;Tracheophyta;cold;38;96;1957.11173042212;4.99940419746904;1960.00121094427;1.61528214866555;1949.04223110525;7.55175802099896;1955.74059858697;7.79480971817703;NA;NA;NA;NA;3.93174018612766;0.326506766757966;4.13262396805478;0.22161804985083
261;Salix caprea;Plantae;Tracheophyta;generalist;43;70;1965.9988433277;4.62965394350967;1978.9132266558;3.69224769735638;1951.63975990261;1.74247119802434;1956.26208034247;1.38570838641787;3.01411049103436;0.0778442399829398;4.24899662276203;0.55002690031912;3.17172587696119;0.133994286594658;3.46034484039106;0.159652618429496
262;Salix glauca;Plantae;Tracheophyta;semicold;37;74;NA;NA;NA;NA;1951.56235510374;15.7745994382618;1986.00052192697;4.86702032035558;3.04171289034323;0.113106020580909;3.35768413388891;0.465970649229804;3.92076731359198;0.787853522141651;4.40136423196809;0.543356301587282
263;Salix hastata;Plantae;Tracheophyta;semicold;39;78;1981.00551068148;6.49395221629214;1996.93305925845;6.95366421842978;1954.99866408692;10.8298463616503;2007.56191827108;11.0938134718495;NA;NA;NA;NA;NA;NA;NA;NA
264;Salix herbacea;Plantae;Tracheophyta;semicold;32;105;1958.40567358851;12.7922583609858;1968.35852303503;6.34906897283797;NA;NA;NA;NA;4.9287166805142;0.0379019687387658;4.98000004348438;0.0461908459294206;2.97950019695446;0.520521623169879;5.16844988657612;387.33423331883
265;Salix lanata;Plantae;Tracheophyta;cold;30;58;1965.72879435654;3.61024424743175;1969.25338505099;8.41563244930715;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
266;Salix lapponum;Plantae;Tracheophyta;semicold;44;59;1987.17625433386;3.48457796429638;1995.20773139312;2.96914487633623;NA;NA;NA;NA;4.15348216763413;0.220830732867053;4.35065645278088;0.139606680425737;4.22798060040835;0.0540354365224429;4.31062758366235;0.0672029639993267
267;Salix myrsinifolia;Plantae;Tracheophyta;semicold;50;94;1976.02054068525;6.81343941059767;1978.50788918316;4.30966542425607;NA;NA;NA;NA;5.61378537543768;0.100534563056004;5.75096135101776;0.316356446301113;2.98169946450039;0.00108091980290146;5.55293721614905;0.242427083722078
268;Salix myrsinites;Plantae;Tracheophyta;cold;29;66;1978.00049033077;5.96639524020766;2002.41945867178;1.10876751463772;1981.00128207878;7.67411523208069;2000.71868593367;2.57110025179931;4.83378915743747;0.976508260488658;4.90281889136882;0.512641824687273;NA;NA;NA;NA
269;Salix pentandra;Plantae;Tracheophyta;generalist;40;64;1956.6083999513;2.94981973746666;1969.99921176269;3.66807547699074;1969.80374368909;4.2049668792463;1982.99975175632;4.20834828592792;NA;NA;NA;NA;4.79659857514639;0.542782285603148;4.90997110607219;0.132591916774678
270;Salix phylicifolia;Plantae;Tracheophyta;semicold;39;67;NA;NA;NA;NA;NA;NA;NA;NA;3.95607734822777;0.385318864571816;4.3463193494433;0.265081467766767;3.12667620925549;0.0750395643140074;5.35887449961761;0.682486344275241
271;Salix reticulata;Plantae;Tracheophyta;cold;25;60;1971.00015850684;6.30148740056483;1993.82365951601;8.17617441259679;1970.6465568155;7.13423568714655;1978.00010586572;5.04428034780162;4.27995774345563;0.0588450195699296;4.42763112629493;0.0549104213212973;3.79056665113355;0.255323815274332;4.24138389990975;0.815120319853751
272;Saussurea alpina;Plantae;Tracheophyta;semicold;36;61;NA;NA;NA;NA;NA;NA;NA;NA;4.90598172092472;0.237602560188542;5.14398786847876;0.530130798137381;NA;NA;NA;NA
273;Saxifraga aizoides;Plantae;Tracheophyta;semicold;42;117;NA;NA;NA;NA;NA;NA;NA;NA;3.91493316598562;0.815370436338663;4.34274627132231;0.332122015605781;2.97973746665295;0.270799334961712;3.84558948417675;0.386676361400315
274;Saxifraga cotyledon;Plantae;Tracheophyta;generalist;33;55;NA;NA;NA;NA;1967.00875624067;7.55591320606554;1985.99836971583;5.95238274301728;4.06487842794801;0.209637157930521;4.54141533789639;0.282812272906269;3.06769152984648;0.315335256060543;3.53468420689855;0.305675386768789
275;Saxifraga oppositifolia;Plantae;Tracheophyta;semicold;40;118;NA;NA;NA;NA;1972.72805867437;2.66560361200878;1974.10866930335;2.27391170415336;NA;NA;NA;NA;3.06763987838058;0.605683409184591;5.14414244929758;1.5543547863803
276;Scheuchzeria palustris;Plantae;Tracheophyta;generalist;24;71;NA;NA;NA;NA;1974.38952947307;4.94555580213057;1980.99990073607;6.51990214264738;4.7820155765862;0.46012376681267;4.97108362643669;0.226505460987589;NA;NA;NA;NA
277;Scrophularia nodosa;Plantae;Tracheophyta;generalist;21;54;NA;NA;NA;NA;1978.05897908236;2.93049545745652;1981.71593162548;3.9932970221761;4.2216436706535;0.663812106769503;5.20066797078615;0.172013723049063;4.22141133679566;0.0575044110558656;4.38803258006008;0.0522236571283806
278;Sedum annuum;Plantae;Tracheophyta;generalist;23;54;NA;NA;NA;NA;1962.01393161004;46.0443395933866;1997.99853786456;3.65887405748178;4.1478432789315;0.415690635771316;4.75228749806015;0.337820876378938;3.06765335178762;0.247210033226086;4.521593433521;0.435956384933435
279;Selaginella selaginoides;Plantae;Tracheophyta;semicold;37;79;1987.5947512926;2.97078561181604;1989.9057923339;4.06297604786541;NA;NA;NA;NA;4.22814583786721;0.068558083530744;4.29272839577808;0.0893264286295318;3.09928773209861;0.207510892138424;5.51878376950028;0.552386778819375
280;Sibbaldia procumbens;Plantae;Tracheophyta;cold;22;60;1956.9995353452;7.67670857780401;1980.52535771214;7.74134776623981;1973.80554690227;1.59309685423207;1978.51500679786;1.55667017763096;4.1647290432691;0.216929121815618;4.64610501700589;0.205849566727296;3.22454771063677;0.217886210815469;3.83322530606636;0.565036771870268
281;Silene acaulis;Plantae;Tracheophyta;semicold;28;61;1962.00316918022;8.79689221518564;1981.24432048787;8.00891038637864;NA;NA;NA;NA;4.29288043612397;0.566422351865883;4.71150874182292;0.822500107021133;3.1335232083623;0.414377257795024;5.05834984574379;2.57999354707844
282;Silene suecica;Plantae;Tracheophyta;cold;72;119;NA;NA;NA;NA;1907.89255217043;3.54146365731762;1934.99592399057;13.7706541834714;2.79682913874273;0.169767314599646;2.99069879620644;0.116614239611601;2.01137649478554;0.232022215910623;3.0757702614037;0.337387525535378
283;Siphonoperla burmeisteri;Animalia;Arthropoda;semicold;40;69;NA;NA;NA;NA;1991.44664761973;3.83773993794661;1994.86583894999;5.52617856935461;3.02656124289194;0.0241633383547051;3.57395940124209;0.584393713269613;3.09891417115043;0.0308313496788482;3.84318849281302;0.394291638393219
284;Sparganium angustifolium;Plantae;Tracheophyta;generalist;24;62;1960.07076345561;4.96710849871228;1988.09769760805;43.6660283931453;NA;NA;NA;NA;4.13663629376074;0.294981408166249;4.48386377372595;0.19520374697571;4.95182538258115;0.0950385515802223;5.14250623948292;0.156387661292515
285;Spergularia marina;Plantae;Tracheophyta;generalist;56;113;1939.00153918971;27.1273063321822;2002.99720604808;3.45744667023235;NA;NA;NA;NA;3.3697279365883;0.0123148907478719;3.37725657191195;0.019318326407331;4.38311485086626;0.300478715924209;4.57882366938987;0.487222333791099
286;Sphagnum angustifolium;Plantae;Bryophyta;generalist;22;55;NA;NA;NA;NA;1981.00341889958;5.32249088569513;1990.90397203041;4.84399057693421;3.47181415522896;0.219390373685531;5.58045029216308;0.112662280221235;3.1864660073718;0.665748130622601;5.02861153026238;6.57617152897428
287;Sphagnum capillifolium;Plantae;Bryophyta;generalist;21;106;1935.48167253479;10.6967485548481;1994.99513015355;8.67333830308879;NA;NA;NA;NA;NA;NA;NA;NA;4.78924965745311;0.370012111029392;5.35917766726021;0.209837614600909
288;Sphagnum fallax;Plantae;Bryophyta;generalist;25;51;NA;NA;NA;NA;NA;NA;NA;NA;3.51045549624909;0.26118595514374;4.90535435050183;0.236734510681625;3.36371701122411;0.364820903662049;5.63056349649145;1.11950214729155
289;Sphagnum isoviitae;Plantae;Bryophyta;generalist;32;52;NA;NA;NA;NA;1974.21464935366;1.41898141248394;2014.9237064656;3.66282912211019;3.45887572932164;0.659575797816252;4.87743809207654;0.610449630774922;3.47210819186896;0.531297473629912;4.42927960525637;0.687499359964039
290;Sphagnum papillosum;Plantae;Bryophyta;generalist;35;106;NA;NA;NA;NA;NA;NA;NA;NA;4.06952737057748;0.264434304136966;4.61729060809983;0.41427456548291;NA;NA;NA;NA
291;Sphagnum rubellum;Plantae;Bryophyta;generalist;29;55;1988.42807968061;5.7114406958153;2000.99994567556;9.97888203975874;NA;NA;NA;NA;3.95646037585595;0.335310162224697;4.61286328867822;0.389949691671381;3.38182683742084;0.194541426501186;3.60746236173405;0.770180758301991
292;Sphagnum russowii;Plantae;Bryophyta;generalist;22;112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
293;Sphagnum subnitens;Plantae;Bryophyta;generalist;24;55;NA;NA;NA;NA;NA;NA;NA;NA;3.4718322030015;0.202719539986747;5.55047603703796;0.202906044405546;3.00178219086029;0.293234303682937;5.2947951326743;0.355486152638396
294;Sphagnum tenellum;Plantae;Bryophyta;generalist;20;106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.4717555505637;0.792153534298351;3.86325259639212;2.83809218076159
295;Stellaria graminea;Plantae;Tracheophyta;generalist;35;58;1981.88136578408;4.10782976186694;1994.98462150486;8.08798548942719;1979.99993559002;3.74183016131103;1986.62415339604;2.71868630505793;3.71867168406366;0.73958098508854;4.24392362374381;0.733703126415306;4.14247278342084;0.550930390025836;4.61272100663065;0.337332486157867
296;Stellaria nemorum;Plantae;Tracheophyta;generalist;29;65;1978.99775573031;6.02431643202346;2001.86701798427;2.88528150897946;NA;NA;NA;NA;4.20821606240494;0.190942817289999;4.44743581651763;0.144954184488008;4.85155957997073;0.158315700180458;4.97999160299882;0.124264274237932
297;Steromphala cineraria;Animalia;Mollusca;generalist;21;102;NA;NA;NA;NA;1968.53376240347;3.29037135179707;1987.20823071529;25.2314841063323;2.80609655408656;0.616819788144498;3.92727174819706;1.09829296021085;2.98516614684223;0.540072402515298;3.870644039908;0.520298311800312
298;Struthiopteris spicant;Plantae;Tracheophyta;generalist;44;70;NA;NA;NA;NA;NA;NA;NA;NA;5.45040461849824;0.58498530835695;5.70943852653189;0.0869454443656139;NA;NA;NA;NA
299;Succisa pratensis;Plantae;Tracheophyta;generalist;39;54;NA;NA;NA;NA;1986.55387863581;3.56461547069156;1997.00005496277;3.63490029545933;3.40265869884457;0.0340376535209423;3.43166616187497;0.0300833888215188;3.37681155588324;0.292616153452076;3.68053457745225;0.43230658910716
300;Thalictrum alpinum;Plantae;Tracheophyta;semicold;36;112;NA;NA;NA;NA;1986.00032169078;5.22902839763165;2001.80770834132;2.61057015840152;4.22392894341316;0.286496491898791;4.33746280296972;0.349624452323341;3.14747848750391;0.685781400200279;3.36671200619514;0.266282352304606
301;Thalictrum flavum;Plantae;Tracheophyta;generalist;22;60;1972.0315965705;2.21937367027539;1978.99967066525;2.45681066162884;1965.14963327004;4.52504214402431;1998.99972839431;8.79003591441089;NA;NA;NA;NA;3.10444296092862;0.0321833095243166;3.56562006360514;0.127032954371543
302;Tofieldia pusilla;Plantae;Tracheophyta;semicold;37;106;1989.76027144708;1.96658729509099;1993.02012062576;2.67694239388066;1981.00049403854;13.5827715533067;2001.74253282457;1.98149812508173;4.23311225578186;0.14672355594914;4.34758832081626;0.111828908882918;2.87881998051208;0.349470542273261;3.27965464082727;0.503465256892775
303;Tortella tortuosa;Plantae;Bryophyta;generalist;25;70;1970.00449213931;5.2461030550875;2008.64671798242;2.46982969175948;1971.00016293315;5.98401161011404;2000.99352619716;6.89444557782319;NA;NA;NA;NA;NA;NA;NA;NA
304;Trichophorum cespitosum;Plantae;Tracheophyta;generalist;36;104;1941.35746942169;14.2650966677532;1982.01198907073;5.63299844980772;1976.04412437163;17.9952570351451;1985.96640030681;8.89061874642158;4.51296336077783;0.18813095841265;4.62303056095098;0.129810638616607;3.13753834670217;0.974708601861219;3.9838318386056;4.24341471098555
305;Triglochin palustris;Plantae;Tracheophyta;generalist;30;55;NA;NA;NA;NA;1973.87446052958;4.77939649228895;1995.34665209688;3.4470891471323;4.94433608128706;0.071598929971759;5.12044559054938;0.10084973403862;3.65974087745129;1.64679254139832;4.49811585769849;0.478319094394441
306;Tripleurospermum subpolare;Plantae;Tracheophyta;semicold;22;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
307;Ulmus glabra;Plantae;Tracheophyta;generalist;36;60;1973.35906413244;2.92611186895035;1976.04416352427;3.69980841308303;1985.94792594282;3.29091428142058;1994.85720318636;4.89015985132684;NA;NA;NA;NA;3.95729704231449;0.209297106489963;4.34022690849612;0.242161160064113
308;Vaccinium microcarpum;Plantae;Tracheophyta;semicold;65;101;1967.0879362365;2.71769267367463;1970.00039314824;2.83339914090556;NA;NA;NA;NA;4.90641557508099;0.413641191301191;4.97057517879624;0.231739252156704;4.63506967126337;0.937889398218197;4.98461375540277;0.206192900212244
309;Vaccinium myrtillus;Plantae;Tracheophyta;generalist;31;104;1985.97593477521;2.78244721959997;1993.73148608129;3.84358906628519;NA;NA;NA;NA;4.0467507813733;0.470075590341756;4.35064788369498;0.330749172563984;3.16136505715537;0.588669089985778;3.84312329341161;1.16922243217086
310;Vaccinium oxycoccos;Plantae;Tracheophyta;generalist;58;116;NA;NA;NA;NA;1975.00440307872;4.26555981677269;1979.99985661477;3.79344461122474;4.88977651936391;0.367250696040088;5.20659865974841;0.675817676285552;2.65348860926914;0.000442679251285628;4.29277272960441;0.446896634043109
